state_abbr,state_name,variable,date,year,month_num,month_abbr,count,count_est_float,rolling_12mo_count,source_value_type,period,percent_complete,percent_pending_investigation,count_is_estimated,estimation_method
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,10,9.666666666666668,78.0,data_value,12 month-ending,100,0.0184317236294697,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,8,7.75,29.0,data_value,12 month-ending,100,0.0230906886797899,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,10,10.0,92.0,data_value,12 month-ending,100,0.0391926317852244,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,0,0.0,122.0,data_value,12 month-ending,100,0.0265111346765642,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,21,20.666666666666668,,missing,12 month-ending,100,0.174954092624456,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,15,15.25,62.0,data_value,12 month-ending,100,0.338477425276806,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,69,68.75,192.0,data_value,12 month-ending,100,0.0422561662701891,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,5,4.75,20.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,4,4.416666666666667,68.0,data_value,12 month-ending,100,0.0095073301515468,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WI,Wisconsin,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,7,6.916666666666668,101.0,data_value,12 month-ending,100,0.0688962815692604,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-02-01,2015,2,FEB,37,36.66666666666667,139.0,data_value,12 month-ending,100,0.165054330383751,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,15,14.833333333333329,103.0,data_value,12 month-ending,100,0.0098370331508017,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,10,10.333333333333334,20.0,data_value,12 month-ending,100,0.105189340813464,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,24,24.416666666666668,,missing,12 month-ending,100,0.0913647611192183,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,4,3.6666666666666665,34.0,data_value,12 month-ending,100,0.0136147038801906,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,73,73.08333333333333,136.0,data_value,12 month-ending,100,0.025077402366921,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MA,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,80,79.75,,missing,12 month-ending,100,1.34353038445639,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MD,Maryland,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,78,78.08333333333333,263.0,data_value,12 month-ending,100,0.0085437224998932,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
ME,Maine,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,8,8.166666666666664,70.0,data_value,12 month-ending,100,0.0287749082799799,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,57,57.08333333333333,234.0,data_value,12 month-ending,100,0.357530774800869,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,10,9.75,198.0,data_value,12 month-ending,100,0.103941100043309,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,9,9.416666666666666,59.0,data_value,12 month-ending,100,0.040983606557377,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,5,5.0,30.0,data_value,12 month-ending,100,0.0043876968978982,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,55,55.33333333333334,298.0,data_value,12 month-ending,100,0.306482096337539,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,104,103.66666666666667,,missing,12 month-ending,100,0.0059867436390848,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,6,5.666666666666668,76.0,data_value,12 month-ending,100,0.0184002313171937,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,3,2.75,29.0,data_value,12 month-ending,100,0.0230063555057085,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,12,12.0,88.0,data_value,12 month-ending,100,0.0389559797428905,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,4,3.75,136.0,data_value,12 month-ending,100,0.0306560392397302,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,21,20.666666666666668,,missing,12 month-ending,100,0.176828304029673,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,2,2.25,58.0,data_value,12 month-ending,100,0.319215641566437,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,61,60.75,191.0,data_value,12 month-ending,100,0.0436722088779362,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,4,3.75,19.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,9,9.416666666666668,67.0,data_value,12 month-ending,100,0.0075685903500473,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-03-01,2015,3,MAR,8,7.666666666666668,143.0,data_value,12 month-ending,100,0.155378850196509,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,38,37.83333333333333,121.0,data_value,12 month-ending,100,0.0098583681114652,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,10,10.333333333333334,20.0,data_value,12 month-ending,100,0.139372822299652,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,24,24.416666666666668,,missing,12 month-ending,100,0.0985956440950058,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,4,3.6666666666666665,39.0,data_value,12 month-ending,100,0.0101999184006528,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,100,100.08333333333333,143.0,data_value,12 month-ending,100,0.0230202578268877,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MA,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,80,79.75,,missing,12 month-ending,100,1.39010601921061,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MD,Maryland,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,114,114.08333333333333,244.0,data_value,12 month-ending,100,0.010654619843164,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
ME,Maine,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,13,13.166666666666666,81.0,data_value,12 month-ending,100,0.0214392910741085,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,38,38.08333333333333,236.0,data_value,12 month-ending,100,0.354321823516136,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,13,12.75,219.0,data_value,12 month-ending,100,0.102730930571013,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,3,3.416666666666666,56.0,data_value,12 month-ending,100,0.0408806867955382,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,8,8.0,29.0,data_value,12 month-ending,100,0.0043618598970601,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,57,57.33333333333334,332.0,data_value,12 month-ending,100,0.307379134860051,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,77,76.66666666666669,823.0,data_value,12 month-ending,100,0.0051038202094267,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,9,8.666666666666668,81.0,data_value,12 month-ending,100,0.0184181445034994,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,3,2.75,32.0,data_value,12 month-ending,100,0.0200469671802509,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,13,13.0,93.0,data_value,12 month-ending,100,0.0390281978729632,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,13,12.75,141.0,data_value,12 month-ending,100,0.0328062463092973,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,26,25.666666666666668,175.0,data_value,12 month-ending,100,0.182602444284687,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,0,0.0,62.0,data_value,12 month-ending,100,0.307202184548868,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,49,48.75,198.0,data_value,12 month-ending,100,0.0450793552097744,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,0,0.0,23.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,9,9.416666666666668,68.0,data_value,12 month-ending,100,0.0075451767457652,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-04-01,2015,4,APR,15,14.666666666666668,165.0,data_value,12 month-ending,100,0.167526940143077,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,54,53.83333333333333,123.0,data_value,12 month-ending,100,0.0131418996615961,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,22,22.333333333333332,23.0,data_value,12 month-ending,100,0.140203294777427,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,24,24.416666666666668,,missing,12 month-ending,100,0.0997651099941909,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,4,3.6666666666666665,37.0,data_value,12 month-ending,100,0.0101826081053561,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,93,93.08333333333333,155.0,data_value,12 month-ending,100,0.0258311408753887,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MA,Massachusetts,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,80,79.75,,missing,12 month-ending,100,1.37946397971074,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
MD,Maryland,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,133,133.08333333333331,233.0,data_value,12 month-ending,100,0.0106168383055526,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
ME,Maine,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,20,20.166666666666664,83.0,data_value,12 month-ending,100,0.014262283391571,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NC,North Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,38,38.08333333333333,245.0,data_value,12 month-ending,100,0.363665022855727,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NH,New Hampshire,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,13,12.75,234.0,data_value,12 month-ending,100,0.102651839178785,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NM,New Mexico,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,7,7.416666666666666,57.0,data_value,12 month-ending,100,0.041147425346814,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NV,Nevada,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,4,4.0,28.0,data_value,12 month-ending,100,0.0043414083528696,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
NY,New York,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,68,68.33333333333334,354.0,data_value,12 month-ending,100,0.313323869397688,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OH,Ohio,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,144,143.66666666666669,898.0,data_value,12 month-ending,100,0.0067799483028941,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OK,Oklahoma,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,5,4.666666666666668,79.0,data_value,12 month-ending,100,0.0184273567273014,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
OR,Oregon,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,2,1.75,31.0,data_value,12 month-ending,100,0.0199101200295808,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
RI,Rhode Island,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,5,5.0,103.0,data_value,12 month-ending,100,0.0390701308849385,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
SC,South Carolina,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,14,13.75,150.0,data_value,12 month-ending,100,0.0370830879305456,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
TN,Tennessee,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,29,28.66666666666667,176.0,data_value,12 month-ending,100,0.182442430075706,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
UT,Utah,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,10,10.25,66.0,data_value,12 month-ending,100,0.317100792751982,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VA,Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,38,37.75,206.0,data_value,12 month-ending,100,0.0419235128798348,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
VT,Vermont,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,0,0.0,25.0,data_value,12 month-ending,100,0.0,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WA,Washington,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,13,13.416666666666668,68.0,data_value,12 month-ending,100,0.0074910575500496,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
WV,West Virginia,"Synthetic opioids, excl. methadone (T40.4)",2015-05-01,2015,5,MAY,31,30.66666666666667,164.0,data_value,12 month-ending,100,0.16665915949732,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
CT,Connecticut,"Synthetic opioids, excl. methadone (T40.4)",2015-06-01,2015,6,JUN,33,32.83333333333333,123.0,data_value,12 month-ending,100,0.013111315064901,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
DC,District of Columbia,"Synthetic opioids, excl. methadone (T40.4)",2015-06-01,2015,6,JUN,14,14.333333333333334,19.0,data_value,12 month-ending,100,0.140894681225784,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
GA,Georgia,"Synthetic opioids, excl. methadone (T40.4)",2015-06-01,2015,6,JUN,24,24.416666666666668,,missing,12 month-ending,100,0.0917558038688269,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IA,Iowa,"Synthetic opioids, excl. methadone (T40.4)",2015-06-01,2015,6,JUN,5,4.666666666666666,39.0,data_value,12 month-ending,100,0.0101581281955778,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
IL,Illinois,"Synthetic opioids, excl. methadone (T40.4)",2015-06-01,2015,6,JUN,100,100.08333333333333,159.0,data_value,12 month-ending,100,0.0248451953214586,True,deconvolution_from_12mo_rolling_seeded_first_year_avg
