state_abbr,state_name,year,hs6,goods_description,shipment_records,total_quantity_kg,total_value_usd
GA,Georgia,2016,382499,DIBASIC ESTER,1,1160.0,11999.62
MA,Massachusetts,2016,847910,CPPO,1,5840.0,38293.464
MO,Missouri,2016,290244,"BUTYLATED HYDROXY TOLUENE(BHT) SAP STO# 4200026543 SAP PO# 4500032136 CLASS: 9 UN NO.: 3077 THIS MATERIAL CONSIDERED CLASS 9 DANGEROUS GOODS ONLY WITHIN CHINA. S/C# 16-0211 CY-DOOR THIS SHIPMENT CONTAINS NO SOLID WOOD OR WOODEN PACKING MATERIAL *CELL:+86 25 68673049 **CELL: 314.401.3093 ***2) BDP INTERNATIONAL, INC. 15333 JOHN F. KENNEDY BLVD 7TH FLOOR HOUSTON, TEXAS 77032 ATTN: CINDY LARSEN T: 281-233-4770 F: 215-629-7153",1,100000.0,18065.66796875
MO,Missouri,2016,290715,"BUTYLATED HYDROXY TOLUENE(BHT) SAP STO 4200026543 SAP PO 4500032136 CLASS: 9 UN NO.: 3077 THIS MATERIAL CONSIDERED CLASS 9 DANGEROUS GOODS ONLY WITHIN CHINA. THIS SHIPMENT CONTAINS NO SOLID WOOD OR WOODE PACKING MATERIAL CELL:+86 25 68673049 CELL: 314.401.3093 2) BDP INTERNATIONAL, INC. 15333 JOHN F. KENNEDY BLVD 7TH FLOOR HOUSTON, TEXAS 77032 ATTN: CINDY LARSEN T: 281-233-4770 F: 215-629-7153 ZINC BROMIDE, SEE IMCO NUMBER: 9 SERIAL NUMBER: 3077 DGS CONTACT: 0086-21-63351188 0086-21-633511 S/C 16-0211 CY-DOOR PSN: ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOL N.O.S. UN NUMBER: 3077 - IMDG CLASS: 9 - PG: III CHEMICAL NAME: BUTYLATED HYDROXY TOLUENE",1,18360.0,45444.672
MO,Missouri,2016,290719,"BUTYLATED HYDROXY TOLUENE (BHT) SAP STO# 4200026775 SAP PO# 4500032511 CLASS: 9 UN NO.: 3077 THIS MATERIAL CONSIDERED CLASS 9 DANGEROUS GOODS ONLY WITHIN CHINA. S/C# 16-0211 CY-DOOR THIS SHIPMENT CONTAINS NO SOLID WOOD OR WOODEN PACKING MATERIAL **CELL: 314.401.3093 ***2) BDP INTERNATIONAL, INC. 15333 JOHN F. KENNEDY BLVD 7TH FLOOR HOUSTON, TEXAS 77032 ATTN: CINDY LARSEN T: 281-233-4770 F: 215-629-7153",1,100000.0,17528.734375
NC,North Carolina,2016,291639,M TOLUIC ACID MTA,1,20060.0,78418.552
NC,North Carolina,2016,291639,M TOLUIC ACID MTA ORDER NO4500214158,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA),11,220660.0,862604.0719999999
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA) ORDER NO.: 4500225205,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA) ORDER NO.: 4500230877,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500219451(20 PALLETS),1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500219452,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500220262,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500220263,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500220264,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500221502,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500221503,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500221504,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500223372,1,20060.0,78418.55200000001
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500224415,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID (MTA)ORDER NO.: 4500224420(20 PALLETS),1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID MTA,1,20060.0,78418.552
NC,North Carolina,2016,291639,M-TOLUIC ACID(MTA),1,20060.0,78418.552
NC,North Carolina,2016,291639,META TOLUIC ACID,1,20060.0,78418.552
NJ,New Jersey,2016,120110,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.18566.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19880.0,55707.736
NJ,New Jersey,2016,290621,4-HYDROXY BENZALDEHYDE,2,9210.0,23977.314
NJ,New Jersey,2016,290621,4-HYDROXY BENZALDEHYDE.,1,6600.0,17182.44
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.10004156 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19860.0,49342.17
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.13341.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19880.0,49391.86
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.24521.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19900.0,49441.55
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.30614.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19900.0,49441.55
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.36519.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19900.0,49441.55
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.47070.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19920.0,49491.24
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.57459.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19900.0,49441.55
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.61242.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19780.0,49143.41
NJ,New Jersey,2016,291531,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.68364.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIF,1,19900.0,49441.55
NJ,New Jersey,2016,291620,NAPHTHENIC ACID (KRONTRO-NPCAD) UN: 3082 CLASS: 9 PG:III HS CODE:291620,2,34960.0,1298666.112
NJ,New Jersey,2016,292090,"SHIPPER OWN TANK CONTAINERS 01X20 ISO TANK CONTAINERS OR GANIC DYE INTERMEDIATES DI E THYL SULPHATE PRODUCT CODE:1 607040289-TY,USHTS# 2920.90. 5090A,CAS#64-67-5, FOR CHEMI CAL EMERGENCIES,CALL CHEMTRE C (US)800-424-9300, (INTL. )703-527-3887, CONTRACT # CC N4370 UN NO:1594 CLASS EMS :6.1 PG:II P.O. NO.:CC-607 51-0 ORDER DATE:09.08.2016 GR WT.23640.00 KGS NT WT.20 000.00 KGS TR WT.3640.00 KG S FREIGHT PREPAID IN ROTTERD AM THIS IS HBL SI FREI GHT PREPAID IN ROTTERDAM",1,23640.0,32348.976
NJ,New Jersey,2016,293214,5000KGS OF SUCRALOSE,1,5600.0,220395.28
NJ,New Jersey,2016,293299,D GLUCOSAMINE HYDROCHLORIDE (NON-SHELLFISH),1,1660.0,28624.21
NJ,New Jersey,2016,293299,STRAWBERRY FURANONE SYNTHETIC MALTOL NATURAL FDA REGISTRATION NO. 127 2147 6570,1,10940.0,188643.89
NJ,New Jersey,2016,382490,NAPHTHENIC ACID (KRONTRO-NPCAD) UN: 3082 CLASS: 9 PG:III,2,34960.0,0.0
NJ,New Jersey,2016,620193,NYLON WOVEN JACKET,1,480.0,7162.704
NJ,New Jersey,2016,870899,4 HYDROXY BENZALDEHYDE ORDER NO 2574 SILICA GEL ORDER NO 2897,1,7130.0,20081.645
NJ,New Jersey,2016,902290,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.10008988 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIFY,1,19680.0,556760.976
NJ,New Jersey,2016,902290,PSN ETHYL ACETATE (ETHYL ACETATE) UN 1173 C 5512.3970.16 SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS THIS IS TO CERTIFY,1,19880.0,562419.116
NJ,New Jersey,2016,950590,4 HYDROXY BENZALDEHYDE,1,5280.0,32850.048
NJ,New Jersey,2016,950590,FORMAMIDE TMO PO NUMBER 534281 THERMO PART NUMBER BKF84 CAS NO 75 12 7,1,920.0,5723.872
OH,Ohio,2016,290621,BENZYL ALCOHOL,1,19980.0,44119.836
OH,Ohio,2016,290949,PHENOXYETHANOL EPH 90%MIN INDUSTRIAL GRADE,1,17200.0,1012065.2
OH,Ohio,2016,290949,PHENOXYETHANOL EPH 90%MIN INDUSTRIAL GRADE 20 0KGS,1,17200.0,1012065.2
OH,Ohio,2016,290949,PHENOXYETHANOL EPH 90%MIN INDUSTRIAL GRADE 200KGS PER DRUM,1,17100.0,1006181.1
OH,Ohio,2016,291533,"TERT-BUTYL ACETATE (TBAC) P.O. NO. : 744 43 CLASS: 3 UN NO.: 1123 PG II 216-741-9310 3914 IMCO CLASS:3,U.N. NO :1123,FLASH POINT:4,",1,19940.0,30332.728
OH,Ohio,2016,610429,"CYCLOHEXANONE UN1915,CYCLOHEXANONE, CLASS3, NSE NUMBER?? CHEMTREC LISTED CCN8297 WITH THE NUMBERS 1-800-424-9300 1-703-527-3",2,40000.0,1075528.0
OH,Ohio,2016,611610,GLOVES,1,10455.0,142296.732
OH,Ohio,2016,621600,GLOVES,1,10455.0,38224.5255
PA,Pennsylvania,2016,282739,TERT-BUTYLDIMETHYLSILYL CHLORIDE CLASS:4.1+8 UN:29 925 . .,1,1140.0,24071.442000000003
PA,Pennsylvania,2016,293139,AMINOTRIMETHYLENE PHOSPHONIC ACID ATMP UN N O 3265CLASS NO 8 EMERGENCY CALL LOCATED AT POD 1 800 345 1329,1,20930.0,73261.279
PA,Pennsylvania,2016,293139,AMINOTRIMETHYLENE PHOSPHONIC ACID ATMPUN NO 3265 CLASS NO 8 EMERGENCY CALL LOCATE D AT POL 021 38722636 EMERGENCY CALL LOCATE D AT POD 1 800 345 1329CY CY,1,20930.0,73261.279
SC,South Carolina,2016,290290,CYCLIC AMIDE,1,7090.0,22889.356
SC,South Carolina,2016,290311,METHYL CHLOROACETATE CLASS:6.1(3) UN:2295 PG:I FP:47C PACKING IN 250KGS/DRUM 1DRUM/259KGS/250KGS 3-CHLOROPROPIONYL CHLORIDE CLASS:6.1(8) UN:3390 PG:I PACKING IN 250KGS/DRUM 1DRUM/260.5KGS/250KGS PURCHASE ORDER NO.0000056031 DATE 8/26/2016 2DRUMS=1PALLET,1,520.0,867.256
SC,South Carolina,2016,291550,ETHYLANILINE,1,1770.0,7795.965
SC,South Carolina,2016,291634,PHENYL METHYL PYRAZOLONE,1,6050.0,67355.255
SC,South Carolina,2016,292090,DIMETHYL SULFATE;98.5%MIN PACKING IN 250KGS/DRUM CLASS: 6.1+8; UN NO:1595 PURCHASE ORDER NO.54604 DATE 5/25/2016 FREIGHT PREPAID,1,1090.0,2454.4620000000004
SC,South Carolina,2016,292143,O TOLUIDINE AND XYLIDINE,1,7730.0,23738.83
TX,Texas,2016,150420,GR WT : 24140.00 KGS NT WT : 19800.00 KGS TR WT : 4340.00 KGS,1,100000.0,0.0
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER CASTOR OIL FIRST SPECIAL GRADE-LOW MOISTURE (RM-068) HS CODE: 15153090 GR WT: 23410.00 KGS NT WT: 19610.00 KGS TR WT: 3800.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER REFINED CASTOR OIL FIRST SPECIAL GRADE (NON EDIBLE) HS CODE NO. 15153090 GR WT: 23465.00 KGS NT WT: 19685.00 KGS TR WT: 3780.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER REFINED CASTOR OIL FIRST SPECIAL GRADE NON EDIBLE HS CODE: 15153090 GR WT: 23610.00 KGS NT WT: 19970.00 KGS TR WT: 3640.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER REFINED CASTOR OIL FIRST SPECIAL GRADE NON EDIBLE HS CODE: 15153090 GR WT: 23630.00 KGS NT WT: 19990.00 KGS TR WT: 3640.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER REFINED CASTOR OIL FIRST SPECIAL GRADE NON EDIBLE HS CODE: 15153090 GR WT: 24020.00 KGS NT WT: 19950.00 KGS TR WT: 4070.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER REFINED CASTOR OIL HS CODE: 15153090 GR WT : 23610.00 KGS NT WT: 19945.00 KGS TR WT: 3665.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 1X20 ISO TANK CONTAINER CASTOR OIL LOW MOISTURE HS CODE : 15153090 GR WT: 24670.00 KGS NT WT: 20990.00 KGS TR WT: 3680.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,0.0
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 1X20 ISO TANK CONTAINER REFINED CASTOR OIL FIRST SPECIAL GRADE NON EDIBLE HS CODE: 15153090 GR WT: 23770.00 KGS NT WT: 19980.00 KGS TR WT: 3790.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINER 1X20 ISO TANK CONTAINER REFINED CASTOR OIL HS CODE: 15153090 GR WT: 23395.00 KGS NT WT: 20000.00 KGS TR WT: 3395.00 KGS FREIGHT PREPAID AT ROTTERDAM,1,100000.0,230904.6875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS CASTOR OIL FIRST SPECIAL GRADE NEUTRALISED (CO-N) HS CODE NO.15153090 GR WT.23430.00 KGS NT WT.19670.00 KGS TR WT.3760.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,240118.5625
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS INDIAN REFINED CASTOR OIL FIRST SPECIAL GRADE HS CODE : 15153090 GR WT.23280.00 KGS NT WT.19500.00 KGS TR WT.3780.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,227196.875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL FIRST GRADE SPECIAL (NON EDIBLE) HS CODE :15153090 GR WT.23710.00 KGS NT WT.19810.00 KGS TR WT.3900.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,0.0
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL FIRST GRADE SPECIAL (NON EDIBLE) HS CODE :15153090 GR WT.23880.00 KGS NT WT.19810.00 KGS TR WT.4070.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,223553.203125
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL FIRST GRADE SPECIAL (NON EDIBLE) HS CODE:15153090 GR WT.23700.00 KGS NT WT.19950.00 KGS TR WT.3750.00 KGS STOLT CONTRACT NO.S2NGP059 FREIGHT COLLECT,1,100000.0,254117.921875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL HS CODE : 15153090 GR WT.23370.00 KGS NT WT.19560.00 KGS TR WT.3810.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,240118.5625
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL HS CODE : 15153090 GR WT:23293.00 KGS NT WT:19555.00 KGS TR WT:3738.00 KGS FREIGHT COLLECT ALL CHARGES COLLECT AT ROTTERDAM,1,100000.0,242926.734375
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL HS CODE :15153090 GR WT.23720.00 KGS NT WT.19970.00 KGS TR WT.3750.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,242926.734375
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL HS CODE:15153090 GR WT.23450.00 KGS NT WT.20000.00 KGS TR WT.3450.00 KGS FREIGHT COLLECT ALL CHARGES COLLECT AT ROTTERDAM,1,100000.0,241159.53125
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 01X20` ISO TANK CONTAINERS REFINED CASTOR OIL HS CODE:15153090 GR WT.24200.00 KGS NT WT.19960.00 KGS TR WT.4240.00 KGS ALL CHARGES COLLECT AT ROTTERDAM FREIGHT COLLECT,1,100000.0,241159.53125
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 02X20` ISO TANK CONTAINERS CASTOR OIL PALE PRESSED GRADE HS CODE : 15153090 GR WT.23845.00 KGS NT WT.19645.00 KGS TR WT.4200.00 KGS TOTAL GR WT:47310.00 KGS TOTAL NT WT:39280.00 KGS TOTAL TR WT:8030.00 KGS DDC PREPAID FREIGHT PREPAID,1,100000.0,242926.734375
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 02X20` ISO TANK CONTAINERS REFINED CASTOR OIL FIRST GRADE SPECIAL (NON EDIBLE) HS CODE:15153090 GR WT.23730.00 KGS NT WT.19820.00 KGS TR WT.3910.00 KGS TOTAL GR WT:47560.00 KGS TOTAL NT WT:39810.00 KGS TOTAL TR WT:7750.00 KGS FREIGHT COLLECT ALL CHARGES COLLECT AT ROTTERDAM,1,100000.0,241159.53125
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 02X20` ISO TANK CONTAINERS REFINED CASTOR OIL HS CODE:15153090 GR WT.23425.00 KGS NT WT.20000.00 KGS TR WT.3425.00 KGS TOTAL GR WT:47045.00 KGS TOTAL NT WT:39790.00 KGA TOTAL TR WT:7255.00 KGS STOLT CONTRACT NO.S2NGP059 FREIGHT COLLECT,1,100000.0,257201.515625
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 03X20` ISO TANK CONTAINERS CASTOR OIL FIRST SPECIAL GRADE HS CODE : 15153090 GR WT:19530.00 KGS NT WT:19530.00 KGS TR WT:3620.00 KGS TOTAL GR WT:69935.00 KGS TOTAL NT WT:58915.00 KGS TOTAL TR WT:11020.00 KGS FREIGHT PREPAID DDC PREPAID,1,100000.0,242926.734375
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 03X20` ISO TANK CONTAINERS CASTOR OIL FIRST SPECIAL GRADE HS CODE :15153090 GR WT.23600.00 KGS NT WT.19820.00 KGS TR WT.3780.00 KGS TOTAL GR WT:70350.00 KGS TOTAL NT WT:59045.00 KGS TOTAL TR WT:11305.00 KGS STOLT CONTRACT NO.S16ASA001 FREIGHT COLLECT AT ROTTERDAM ALL CHARGES COLLECT,1,100000.0,246258.875
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 03X20` ISO TANK CONTAINERS CASTOR OIL FIRST SPECIAL GRADE HS CODE :15153090 GR WT.23680.00 KGS NT WT.19930.00 KGS TR WT.3750.00 KGS TOTAL GR WT:70495.00 KGS TOTAL NT WT:59740.00 KGS TOTAL TR WT:10755.00 KGS STOLT CONTRACT NO.S16ASA001 FREIGHT COLLECT AT ROTTERDAM ALL CHARGES COLLECT,1,100000.0,0.0
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 03X20` ISO TANK CONTAINERS CASTOR OIL FSG HS CODE:151530 GR WT:23280.00 KGS NT WT:19480.00 KGS TR WT:3800.00 KGS TOTAL GR WT:69720.00 KGS TOTAL NT WT:58320.00 KGS TOTAL TR WT:11400.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,223553.203125
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 03X20` ISO TANK CONTAINERS CASTOR OIL HS CODE:15153090 GR WT.19800.00 KGS NT WT.19800.00 KGS TR WT.3845.00 KGS TOTAL GR WT:59420.00 KGS TOTAL NT WT:59420.00 KGS TOTAL TR WT:11425.00 KGS ALL CHARGES COLLECT AT ROTTERDAM FREIGHT COLLECT,1,100000.0,241159.53125
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 04X20` ISO TANK CONTAINERS CASTOR OIL FIRST SPECIAL GRADE NEUTRALIZES HS CODE : 15153090 GR WT.23460.00 KGS NT WT.19680.00 KGS TR WT.3780.00 KGS TOTAL GR WT.93495.00 KGS TOTAL NT WT.78635.00 KGS TOTAL TR WT.14860.00 KGS UNDER STOLT CONTRACT NO.S16ASA001 FREIGHT COLLECT ALL CHARGES COLLECT AT ROTTERDAM,1,100000.0,256292.640625
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 05X20` ISO TANK CONTAINERS CASTOR OIL FIRST SPECIAL GRADE HS CODE:15153090 GR WT.19190.00 KGS NT WT.19190.00 KGS TR WT.3780.00 KGS TOTAL GR WT:96190.00 KGS TOTAL NT WT:96190.00 KGS TOTAL TR WT:18780.00 KGS ALL CHARGES COLLECT AT ROTTERDAM FREIGHT COLLECT,1,100000.0,0.0
TX,Texas,2016,151530,SHIPPER OWN TANK CONTAINERS 05X20` ISO TANK CONTAINERS CASTOR OIL FSG HS CODE:1515.30 GR WT.19410.00 KGS NT WT.19410.00 KGS TR WT.3760.00 KGS TOTAL GR WT:97020.00 KGS TOTAL NT WT:97020.00 KGS TOTAL TR WT:18860.00 KGS FREIGHT PREPAID IN ROTTERDAM,1,100000.0,242926.734375
TX,Texas,2016,151620,SHIPPER OWN TANK CONTAINERS 1X20` ISO TANK CONTAINERS ISO TANK 19800 KGS EACH MARKED SERIALLY LOT NO 018 TOCOPHEROL VEGETABLE OIL DISTILLATE HS CODE:29362800 GR WT:23450.00 KGS NT WT:19800.00 KGS TR WT:3650.00 KGS BASF CONTRACT NO. 663469 FREIGHT COLLECT ALL CHARGES COLLECT,1,100000.0,257201.515625
TX,Texas,2016,152200,"SHIPPER OWN TANK CONTAINER 01X20 ISO TANK CONTAINER DEODORIZER DISTILLATE (MIXED TOCOPHEROL CONCENTRATE) WITH 33.13% TOCOPHEROLS. BUYER ORDER NO.11950 DATE: OCTOBER 28, 2016 HARMONIZED CODE: 3825.90.00 GR WT : 23675.00 KGS NT WT: 20000.00 KGS TR WT: 3675.00 KGS FREIGHT PREPAID AT ROTTERDAM",1,100000.0,230904.6875
