state_abbr,state_name,year,hs6,goods_description,shipment_records,total_quantity_kg,total_value_usd
TX,Texas,2023,290512,"LOADED INTO 1 40'HIGH CUBE CONTAINER 2-PROPANOL BAR HPLC 4L UN 1219,ISOPROPANOL,CLASS 3 UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2905120050 CHEMICALS NET WEIGHT :44.2500 KGS HS-NO 2905120050",1,100.0,754.969482421875
TX,Texas,2023,290512,"LOADED INTO 1 40'HIGH CUBE CONTAINER 2-PROPANOL CMOS POLY BOTTLE 4L UN 1219,ISOPROPANOL UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 4L POLY BOTTLE PRESSURE BOTTOM 2905120050 CHEMICALS NET WEIGHT :1365.5500 KGS HS-NO 2905120050",1,10000.0,38588.609375
TX,Texas,2023,290512,"LOADED INTO 1 40'HIGH CUBE CONTAINER 2-PROPANOL CMOS POLY BOTTLE 4L UN 1219,ISOPROPANOL UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 4L POLY BOTTLE PRESSURE BOTTOM 2905120050 CHEMICALS NET WEIGHT :682.7800 KGS HS-NO 2905120050",1,1000.0,4809.17138671875
TX,Texas,2023,290512,"LOADED INTO 1 40'HIGH CUBE CONTAINER ISOPROPYL ALCOHOL AR 1LITER UN 1219,ISOPROPANOL,CL UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,LIMITED QUANTITY,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2905120050 CHEMICALS NET WEIGHT :18.9400 KGS HS-NO 2905120050",1,100.0,754.969482421875
TX,Texas,2023,290512,"LOADED INTO 1 40'HIGH CUBE CONTAINER ISOPROPYL ALCOHOL U.S.P 4L UN 1219,ISOPROPANOL,CLA UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2905120050 CHEMICALS NET WEIGHT :113.8000 KGS HS-NO 2905120050",1,1000.0,1454.450439453125
TX,Texas,2023,290512,"LOADED INTO 1 40'HIGH CUBE CONTAINER ISOPROPYL ALCOHOL U.S.P 4L UN 1219,ISOPROPANOL,CLA UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2905120050 CHEMICALS NET WEIGHT :139.0800 KGS HS-NO 2905120050",1,1000.0,0.0
TX,Texas,2023,290512,"LOADED ONTO 20 PALLETS LOADED INTO 1 40'CONTAINER(S) 2-PROPANOL CMOS POLY BOTTLE 4L UN 1219,ISOPROPANOL UN 1219,ISOPROPANOL,CLASS 3 ,P KG GRP II,FP 12.0000 C,FLAMM. LIQUID FE,SD FLASHPOINT 12 CE 4L POLY BOTTLE PRESSURE BOTTOM 2905120050 CHEMICALS NET WEIGHT :1390.8400 KGS HS-NO 2905120050",1,10000.0,38328.6953125
TX,Texas,2023,290513,BUTAN-1-OL (ALCOHOL N-BUTILICO),1,19120.0,22783.379
TX,Texas,2023,290532,"1X20FT ISOTANK - DANGEROUS LIQUIDS PROPYLENE TETRAMER UN 2850,PROPYLENE TETRAMER, 3, III( 58 C C.C.)MARINE POLLUTANT EMS: F-E , S-E 2710129050 CHEMICALS NET WEIGHT :16869.2730 KG HS-NO 2710129050 EMERGENCY CONTACT CHEMTREC /SI GROUP INC. 18004249300 OR MARINE POLLUTANT: YES **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E",4,400000.0,55180.1171875
TX,Texas,2023,290539,LOADED INTO 1 40'HIGH CUBE CONTAINER ETHYLENE GLYCOL VLSI 8PT 4L POLY BOTTLE PRESSURE BOTTOM 2905310000 CHEMICALS NET WEIGHT :1215.6000 KGS HS-NO 2905310000,1,10000.0,11410.8173828125
TX,Texas,2023,290539,LOADED INTO 1 40'HIGH CUBE CONTAINER ETHYLENE GLYCOL VLSI 8PT 4L POLY BOTTLE PRESSURE BOTTOM 2905310000 CHEMICALS NET WEIGHT :16.6500 KGS HS-NO 2905310000,2,200.0,492.5759
TX,Texas,2023,290539,LOADED ONTO 20 PALLETS LOADED INTO 1 40'CONTAINER(S) ETHYLENE GLYCOL VLSI 8PT 4L POLY BOTTLE PRESSURE BOTTOM 2905310000 CHEMICALS NET WEIGHT :99.9120 KGS HS-NO 2905310000,1,1000.0,1500.4361572265625
TX,Texas,2023,290545,1X20 FT ISOTANK GLYCERIN 95 NON HAZARDOUS PRODUCT GROSS WEIGHT = 20634.13 KGS GROSS WEIGHT = 20634.13 KGS **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E,1,100000.0,15000.7412109375
TX,Texas,2023,290545,HS CODE: 29054500 TECHNICAL GLYCERINE 96% MIN. (NOT FOR MEDICAL USE/FOR INDUSTRIAL USE ONLY) HS CODE: 2905.4500 NON HAZARDOUS PRODUCT **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E,7,700000.0,105939.3740234375
TX,Texas,2023,290545,LOADED INTO 1 40'CONTAINER(S) GLYCEROL ANHYDROUS REAGENT 500ML AMBER GLASS BOTTLE 2905450000 CHEMICALS NET WEIGHT :15.1200 KGS HS-NO 2905450000,1,100.0,0.0
TX,Texas,2023,290545,TECHNICAL GLYCERINE 96% MIN. (NOT FOR MEDICAL USE/FOR INDUSTRIAL USE ONLY) HS CODE: 29054500 NON HAZARDOUS PRODUCT **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E,1,100000.0,0.0
TX,Texas,2023,290545,TECHNICAL GLYCERINE 96% MIN. (NOT FOR MEDICAL USE/FOR INDUSTRIAL USE ONLY) HS CODE: 29054500 NON HAZARDOUS PRODUCT GROSS WEIGHT = 18439.17 KGS GROSS WEIGHT = 18439.17 KGS **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E,3,300000.0,30001.482421875
TX,Texas,2023,290711,FENOL,3,251335.0,359656.846
TX,Texas,2023,290713,"1X20 FT ISOTANK - DANGEROUS LIQUIDS PARA NONYL PHENOL (PNP) UN 3145,ALKYLPHENOLS, LIQUID, N.O.S,(NONYLPHENOL), 8, IIMARINE POLLUTANT EMS: F-A , S-B EMERGENCY CONTACT: CHEMTREC /SI GROUP INC. 18004249300 OR 7035273887 IEC CODE OF IMPORTER: 0388084146 GST IDENTIFICATION NUMBER OF IMPORTER: 27AAACH7323L1ZG PAN NO.: AAACH7323L OFFICIAL EMAIL OF IMPORTER: INDIA REGULATIONS: PAN NR CONSIGNEE: AAACH7323L IEC CONSIGNEE: 0388084146 EMAIL CONSIGNEE: GST NR CONSIGNEE: 27AAACH7323L1ZG PAN NR NOTIFY: AAACH7323L ADDLT REF: , 4200000776 SHIPPER'S REFERENCE NUMBER 82931115,82931116,82931117,82931118,82931119 HS CODE: 2907130000 CRITICAL HANDLING INFO : AVOID EXPOSURE TO AIR OR MOISTURE OVER PROLONGED PERIODS. MARINE POLLUTANT: YES **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E",5,500000.0,55841.96484375
TX,Texas,2023,290713,"HS CODE: 2907130000 1X20FT ISOTANK - DANGEROUS LIQUIDS PNP-TG UN 3145,ALKYLPHENOLS, LIQUID, N.O.S,(NONYLPHENOL), 8, IIMARINE POLLUTANT EMS: F-A , S-B 2907130000 CHEMICALS NET WEIGHT :19776.6300 KG HS-NO 2907130000 ADDITIONAL REFERENCES: 4200000536 EMERGENCY CONTACT CHEMTREC /SI GROUP INC. 18004249300 OR 7035273887 CRITICAL HANDLING INFO : AVOID EXPOSURE TO AIR OR MOISTURE OVER PROLONGED PERIODS. MARINE POLLUTANT: YES **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E",5,500000.0,55841.96484375
TX,Texas,2023,290719,"1X20 FT ISOTANK SOLVESSO 200 UN 3082, ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID, N.O.S. ( METHYLNAPHTHALENES ), 9, PG III MARINE POLLUTANT THIS SHIPMENT CONTAINS OIL 2707500000 REFERENCES: 1004031461 1796 GROSS WEIGHT = 20176 KGS GROSS WEIGHT = 20176 KGS MARINE POLLUTANT: YES **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E",1,100000.0,16577.24609375
TX,Texas,2023,290719,"2X20 FT ISOTANKS SOLVESSO 200 UN 3082, ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID, N.O.S. ( METHYLNAPHTHALENES ), 9, PG III MARINE POLLUTANT THIS SHIPMENT CONTAINS OIL 2707500000 REFERENCES: 1004071781 / 1004071782 1796 MARINE POLLUTANT: YES **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E",2,200000.0,26941.8046875
TX,Texas,2023,291030,"1X20 FT ISOTANK EPICHLOROHYDRIN UN2023, EPICHLOROHYDRIN,6.1 (3), II HS CODE: 2910300000 CRITICAL HANDLING INFO : KEEP AWAY FROM HEAT SOURCES MARINE POLLUTANT: YES **F:+91-22-61110700 PAN AAAFJ5198E ***F:+91-22-61110700 PAN AAAFJ5198E",1,100000.0,0.0
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :10.2570 KGS HS-NO 2914110000",1,100.0,716.47705078125
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :14.2020 KGS HS-NO 2914110000",1,100.0,757.9523315429688
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :18.9400 KGS HS-NO 2914110000",1,100.0,754.969482421875
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :23.6700 KGS HS-NO 2914110000",1,100.0,757.9523315429688
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :33.1380 KGS HS-NO 2914110000",1,100.0,0.0
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :8.6790 KGS HS-NO 2914110000",1,100.0,716.47705078125
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE BAR HPLC 1L UN 1090,ACETONE,CLASS 3 ,PKG G UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :9.4680 KGS HS-NO 2914110000",1,100.0,0.0
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE FOR ORG RES ANAL 4L UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :101.1520 KGS HS-NO 2914110000",1,1000.0,1500.4361572265625
TX,Texas,2023,291411,"LOADED INTO 1 20'CONTAINER(S) ACETONE FOR ORG RES ANAL 4L UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :63.2200 KGS HS-NO 2914110000",1,1000.0,1378.2523193359375
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :1024.1640 KGS HS-NO 2914110000",3,30000.0,35393.072265625
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :1706.9400 KGS HS-NO 2914110000",1,10000.0,40152.4375
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :2048.3280 KGS HS-NO 2914110000",1,10000.0,0.0
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :341.3880 KGS HS-NO 2914110000",2,2000.0,9764.3115234375
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :682.7760 KGS HS-NO 2914110000",2,2000.0,9764.3115234375
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :134.5320 KGS HS-NO 2914110000",1,1000.0,3981.242919921875
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :14.9480 KGS HS-NO 2914110000",2,200.0,2232.6596
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :149.4800 KGS HS-NO 2914110000",1,1000.0,3918.093017578125
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :179.3760 KGS HS-NO 2914110000",1,1000.0,4399.634765625
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :194.3240 KGS HS-NO 2914110000",1,1000.0,4399.634765625
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :224.2200 KGS HS-NO 2914110000",1,1000.0,4399.634765625
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :269.0640 KGS HS-NO 2914110000",1,1000.0,4517.48095703125
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :44.8440 KGS HS-NO 2914110000",1,100.0,1043.2648
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE 5GAL ELEC 5GL UN 1090,ACETONE,CLASS 3 ,PKG UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 20LITER STEEL PAIL 2914110000 CHEMICALS NET WEIGHT :74.7400 KGS HS-NO 2914110000",1,100.0,0.0
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE BAR HPLC 4L UN 1090,ACETONE,CLASS 3 ,PKG G UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :12.6440 KGS HS-NO 2914110000",2,200.0,489.05185
TX,Texas,2023,291411,"LOADED INTO 1 40'CONTAINER(S) ACETONE POLYDRUM 330LB CMOS UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 55GL BLACK POLYETHYLENE DRUM 2914110000 CHEMICALS NET WEIGHT :598.6400 KGS HS-NO 2914110000",4,4000.0,11817.428955078125
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :1024.1600 KGS HS-NO 2914110000",1,10000.0,11410.8173828125
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE 4L UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L POLY BOTTLE PRESSURE BOTTOM 2914110000 CHEMICALS NET WEIGHT :341.3900 KGS HS-NO 2914110000",3,3000.0,14427.51416015625
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE AR (ACS) 1LITER UN 1090,ACETONE,CLASS 3 ,P UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :1.5780 KGS HS-NO 2914110000",1,10.0,125.46637
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE BAR HPLC 1L UN 1090,ACETONE,CLASS 3 ,PKG G UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,LIMITED QUA NTITY,FLAMM. LIQUID FE,SD FLASHPOINT -20 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :1.5780 KGS HS-NO 2914110000",1,10.0,0.0
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE BAR HPLC 4L UN 1090,ACETONE,CLASS 3 ,PKG G UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :12.6400 KGS HS-NO 2914110000",1,100.0,246.28795
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE FOR ORG RES ANAL 4L UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :101.1520 KGS HS-NO 2914110000",1,1000.0,1499.054931640625
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE FOR ORG RES ANAL 4L UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :37.9320 KGS HS-NO 2914110000",1,100.0,759.2958374023438
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE FOR ORG RES ANAL 4L UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 4L NARROW MOUTH AMBER GLASS BOTTLE 2914110000 CHEMICALS NET WEIGHT :88.5080 KGS HS-NO 2914110000",1,1000.0,1499.054931640625
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE POLYDRUM 330LB CMOS UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 55GL BLACK POLYETHYLENE DRUM 2914110000 CHEMICALS NET WEIGHT :149.6600 KGS HS-NO 2914110000",1,1000.0,5764.48974609375
TX,Texas,2023,291411,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETONE POLYDRUM 330LB CMOS UN 1090,ACETONE,CLASS UN 1090,ACETONE,CLASS 3 ,PKG G RP II,FP -20.000 C,FLAMM. LIQU ID FE,SD FLASHPOINT -20 CE 55GL BLACK POLYETHYLENE DRUM 2914110000 CHEMICALS NET WEIGHT :598.6400 KGS HS-NO 2914110000",1,1000.0,4209.52880859375
TX,Texas,2023,291479,"LOADED INTO 1 40'CONTAINER(S) CHLOROFORM AR 1L UN 1888,CHLOROFORM,CLASS 6.1 , PK UN 1888,CHLOROFORM,CLASS 6.1 , PKG GRP III,RQ,TOXIC FA,SA FLASHPOINT 0 CE 1L NARROW MOUTH AMBER GLASS BOTTLE 2903130000 CHEMICALS NET WEIGHT :19.2140 KGS HS-NO 2903130000",1,100.0,757.9523315429688
TX,Texas,2023,291521,"LOADED INTO 1 20'CONTAINER(S) ACETIC ACID GLAC CMOS 6X5LB/CS UN 2789,ACETIC ACID UN 2789,ACETIC ACID, GLACIAL,C LASS 8 (3),PKG GRP II,FP 39.00 00 C,FLAMM. LIQUID,CORROSIVE FE,SC FLASHPOINT 39 CE MALL 2.5L CLEAR GLASS BOTTLE 2915210000 CHEMICALS NET WEIGHT :13.6100 KGS HS-NO 2915210000",1,100.0,236.82224
TX,Texas,2023,291521,"LOADED INTO 1 20'CONTAINER(S) ACETIC ACID GLASS 2500ML CS6 UN 2789,ACETIC ACID, UN 2789,ACETIC ACID, GLACIAL,C LASS 8 (3),PKG GRP II,FP 39.40 00 C,FLAMM. LIQUID,CORROSIVE FE,SC FLASHPOINT 39 CE MALL 2.5L CLEAR GLASS BOTTLE 2915210000 CHEMICALS NET WEIGHT :236.3400 KGS HS-NO 2915210000",1,1000.0,5001.9990234375
TX,Texas,2023,291521,"LOADED INTO 1 20'CONTAINER(S) GLACIAL ACETIC ACID 2500ML CS6 UN 2789,ACETIC ACID UN 2789,ACETIC ACID, GLACIAL,C LASS 8 (3),PKG GRP II,FP 39.40 00 C,FLAMM. LIQUID,CORROSIVE FE,SC FLASHPOINT 39 CE MALL 2.5L CLEAR GLASS BOTTLE 2915210000 CHEMICALS NET WEIGHT :31.5100 KGS HS-NO 2915210000",1,100.0,749.4122924804688
TX,Texas,2023,291521,"LOADED INTO 1 40'HIGH CUBE CONTAINER ACETIC ACID BAR HPLC 2.5L UN 2789,ACETIC ACID, GLA UN 2789,ACETIC ACID, GLACIAL,C LASS 8 (3),PKG GRP II,FP 39.00 00 C,FLAMM. LIQUID,CORROSIVE FE,SC FLASHPOINT 39 CE MALL 2.5L CLEAR GLASS BOTTLE 2915210000 CHEMICALS NET WEIGHT :15.7560 KGS HS-NO 2915210000",1,100.0,251.76709
